Sentence Number;Text;Label
623;12 « Caronella superiore » e 14 « Bondone superiore » non sono state inserite nel programma sperimentale e sono quindi soggette ai rilasci di DMV stabiliti dal citato dduo STER Sondrio 15499/2008 e riportati in tabella;0
624;Preso atto che la sperimentazione non interessa direttamente alcun sito appartenente alla Rete Natura 2000 , mentre la porzione superiore del tratto del T  Belviso compreso tra l’ invaso di Frera e l’ invaso di Ganda è incluso nel Parco regionale delle Orobie Valtellinesi;0
625;STAZIONE BEL1 BEL2 BEL3 BEL4;0
626;COMUNI Teglio e Aprica Teglio e Aprica Teglio Teglio;0
627;LOCALITA ’ San Paolo Ganda Carona Foce Adda;0
628;10461/2010;0
629;Dato atto che : • il d d g 8190/2009 , coerentemente con quanto previsto dalle Linee Guida , prevedeva un primo periodo sperimentale di durata triennale al termine del quale , sulla base della valutazione dei risultati , stabilire le modalità di prosecuzione della sperimentazione , con durata massima complessiva pari a 6 anni;0
630;• il successivo d d g;0
631;10461/2010 ha esteso la sperimentazione anche ai tratti terminali dei Torrenti Belviso , Caronella e Bondone , stabilendo anche in tali ambiti di indagine l’ allineamento delle medesime scadenze temporali;0
632;• in particolare , al termine del primo e del secondo anno di attività il Proponente ha predisposto e consegnato a tutti i referenti del Tavolo tecnico i report annuali delle attività « Monitoraggio biologico dei corsi d’ acqua della Val Belviso - risultati per l’ anno 2010 » e « Sperimentazione del DMV in Val Belviso a valle delle opere di presa Edison - risultati per l’ anno 2011 » , poi illustrati e discussi in sede di Tavolo tecnico;0
633;• in occasione dell’ ultima riunione del Tavolo tecnico tenutasi presso la sede della Regione Lombardia-DG Ambiente , Energia e Reti il 25 ottobre 2012 è stata presentata e discussa la relazione triennale « Sperimentazione del DMV in Val Belviso a valle delle opere di presa Edison – Rapporto finale del triennio 2009 - 2012 » , inviata dal Proponente a tutti i referenti del Tavolo tecnico in data 5 ottobre 2012;0
634;Preso atto che il Proponente durante l’ incontro del Tavolo tecnico del 25 ottobre 2012 ha esplicitato le proprie richieste per la valutazione della sperimentazione , secondo quanto riportato nel verbale dell’ incontro stesso e di seguito qui richiamato : • per quanto riguarda il T  Belviso , tutti gli obiettivi sono da considerare raggiunti e di conseguenza si chiede di rendere definitivi i valori sperimentali attuati durante la sperimentazione e le modalità di rilascio del DMV;0
635;• per quanto riguarda la derivazione bassa sul T  Caronella , si chiede che sia ratificata la decisione già assunta nel corso dei lavori del Tavolo tecnico relativa alla non necessità di attuare alcun rilascio , preso atto che qualunque fosse l’ entità dello stesso risulterebbe inutile;0
636;• per quanto riguarda la derivazione bassa sul T  Bondone , si chiede che anche in questo caso non sia rilasciato alcun DMV , in quanto la portata sperimentale pari a 16 l / s si è rivelata inefficace al mantenimento della continuità idraulica ed inoltre il tratto interessato dai rilasci comunque non consentirebbe di perseguire obiettivi di tipo ecologico;0
637;Considerato che il Comitato di valutazione ha chiesto a tutti i referenti del Tavolo tecnico di fare pervenire i propri pareri sulla documentazione presentata da parte di Edison e alle relative richieste presentate in sede di Tavolo tecnico per la valutazione della prima fase sperimentale;0
638;Preso atto che sono pervenuti pareri da parte dei seguenti soggetti : • Ster sondrio , con nota prot;0
639;AE11 2012 4669 del 12 novembre 2012;0
640;• Provincia di Sondrio , con nota prot;0
641;2012/35357 del 16 novembre 2012;0
642;• Unione Pesca Sportiva di Sondrio , con nota prot;0
643;368/2012 del 19 novembre 2012;0
644;Considerato che la DG Ambiente , Energia e Reti con nota n  T1 2012 7829 del 17 aprile 2012 ha formalmente richiesto ad ARPA Lombardia di supportare , con proprio contributo specialistico , l’ attività del Comitato di Valutazione nell’ interpretazione dei dati relativi alle sperimentazioni DMV;0
645;Preso atto del parere trasmesso da ARPA Lombardia con nota prot   gen   n  167781 del 30 novembre 2012 , quale contributo tecnico - scientifico ai lavori del Comitato di Valutazione , redatto anche sulla base dei contributi dei propri rappresentanti nel Tavolo tecnico;0
646;Ritenuto , sulla base dell’ istruttoria tecnica effettuata dal Comitato di Valutazione avvalendosi del contributo e del supporto di ARPA Lombardia e considerati anche i pareri espressi , per quanto di rispettiva competenza , dai referenti del Tavolo tecnico , che :;0
647;Bollettino Ufficiale;0
648;• permangono alcune necessità di approfondimento conoscitivo in relazione ai seguenti aspetti :;0
649;−− mantenimento delle condizioni di continuità idraulica nel tratto iniziale a valle della diga di Frera , identificato come tratto BEL0;0
650;−− stato qualitativo del T  Belviso a valle della confluenza del T  Aprica , nel quale recapita l’ omonimo depuratore , durante i periodi ad alta affluenza turistica;0
651;Valutato di conseguenza , per quanto riguarda le derivazioni sul T  Belviso , che :;0
652;• non sia necessaria la prosecuzione delle attività di monitoraggio degli indicatori chimico - fisici e biologici;0
653;• per quanto riguarda il Tratto 1 del T  Belviso , compreso tra gli invasi di Frera e Ganda :;0
654;−− fatto salvo quanto precisato al punto successivo , siano confermate le modalità di attuazione del DMV sperimentale , attraverso la non captazione dalle prese nn;0
655;2 « Soffia » , 3 « Nembra » e 5 « Carognera »;0
656;−− presso il tratto denominato BEL0 , debbano essere ulteriormente indagate le condizioni di continuità idraulica , con contestuali indagini sulla presenza di ittiofauna , attraverso l’ effettuazione di verifiche degli effetti di rilasci temporanei integrativi dall’ invaso di Frera mediante apposita tubazione fino al termine del tratto di canale artificiale , di entità pari ad almeno 40 l / s , nel periodo compreso tra il 1 dicembre ed il 31 marzo;0
657;• per quanto riguarda il Tratto 2 del T  Belviso , compreso tra l’ invaso di Ganda e la confluenza in Adda :;0
658;−− sia confermata l’ entità del rilascio del DMV sperimentale dalla derivazione n  10 « Diga di Ganda » , pari a 147 l / s;0
659;−− sia necessario che il Proponente definisca un miglior metodo di attuazione , verifica e controllo delle portate rilasciate , da validare in sede di Tavolo tecnico;0
660;−− a tal fine , la stazione automatica gestita dal Proponente per la misura del livello , utilizzata per la determinazione delle portate alla stazione BEL3 , sia dotata di asta idrometrica e mantenuta in efficienza mediante pulizie periodiche;0
661;siano inoltre adeguatamente documentate la curva di durata delle portate e l’ incertezza di misura complessiva presso la stazione BEL3;0
662;−− siano effettuati a cura del Proponente approfondimenti nel tratto di T  Belviso a valle della confluenza del T  Aprica durante i periodi a maggiore affluenza turistica , con indagini qualitative attraverso l’ applicazione di tutti i macrodescrittori compresi nell’ indice LIM , secondo un programma da concordare in sede di Tavolo tecnico;0
663;Valutato inoltre , per quanto riguarda le prese inferiori sul T  Caronella ( derivazione n  13 ) e sul T  Bondone ( derivazione n  15 ) , che :;0
664;feriore » , si debba prendere atto dell’ inefficacia di rilasci dell’ ordine del DMV idrologico e pertanto sia da confermare la decisione già assunta in sede di Tavolo tecnico relativamente alla non necessità di rilascio di alcun DMV;0
665;Ritenuto di fissare entro l’ autunno 2013 un momento di verifica , in sede di Tavolo tecnico , delle risultanze delle indagini disposte dal presente decreto , al fine di valutare l’ eventuale necessità o meno di proseguire la sperimentazione anche nell’ anno successivo;0
666;Demandata al Tavolo tecnico la definizione di tutti gli aspetti di dettaglio non specificati dal presente decreto;0
667;Dato atto che tutte le modifiche alla sperimentazione introdotte dal presente decreto avranno decorrenza dalla data della sua pubblicazione sul BURL;0
668;Dato atto che al termine della sperimentazione saranno stabiliti i valori di DMV da rilasciare a valle di ogni derivazione interessata;0
669;Vista la legge regionale 7 luglio 2008 , n  20 « Testo unico delle leggi regionali in materia di organizzazione e personale » , nonché i Provvedimenti Organizzativi della IX Legislatura : DECRETA : 1;0
670;Sono confermate le modalità di attuazione del DMV sperimentale dall’ invaso di Frera attraverso la non captazione dalle prese nn;0
671;2 « Soffia » , 3 « Nembra » e 5 « Carognera »;0
672;Presso il tratto del T  Belviso denominato BEL0 immediatamente a valle della confluenza del T  Soffia , dovranno essere indagate le condizioni di continuità idraulica , con contestuali indagini sulla presenza di ittiofauna , attraverso l’ effettuazione di verifiche degli effetti di rilasci temporanei integrativi dall’ invaso di Frera , di entità pari ad almeno 40 l / s , nel periodo compreso tra il 1 dicembre ed il 31 marzo , secondo quanto dettagliato in premessa;0
673;Dovranno essere effettuati a cura del Proponente approfondimenti nel tratto di T  Belviso a valle della confluenza del T  Aprica durante i periodi a maggiore affluenza turistica , con indagini qualitative attraverso l’ applicazione di tutti i macrodescrittori compresi nell’ indice LIM;0
674;Si conferma la decisione già assunta in sede di Tavolo tecnico relativamente alla non necessità di rilascio di alcun DMV presso la derivazione n  13 « Caronella inferiore »;0
675;Nel periodo compreso tra il 1 dicembre e il 31 marzo dovrà essere incrementato lo scenario di rilascio del DMV presso la derivazione n  15 « Bondone Inferiore » almeno fino a 32 l / s e , a cura del Proponente , dovrà essere assicurata nell’ intero corso dell’ anno la verifica della continuità idraulica fino all’ immissione nel F  Adda;0
676;Tutte le modifiche alla sperimentazione disposte dal presente decreto avranno decorrenza a partire dalla data di pubblicazione sul BURL;0
677;La definizione di tutti gli aspetti di dettaglio non specificate dal presente decreto è demandata al Tavolo tecnico , nell’ ambito del quale sarà anche valutata entro l’ autunno 2013 l’ eventuale necessità o meno di proseguire la sperimentazione anche nell’ anno successivo;0
678;Al termine della sperimentazione saranno stabiliti i valori di DMV da rilasciare a valle di ogni derivazione interessata;0
679;Copia del presente decreto sarà trasmessa ad Edison s p a  , alla Sede Territoriale di Sondrio , alla Provincia di Sondrio , al Parco regionale delle Orobie Valtellinesi e ad ARPA Lombardia;0
680;Il presente decreto sarà pubblicato sul BURL;0
681;Bollettino Ufficiale;0
682;Serie Ordinaria n  2 - Lunedì 09 gennaio 2012;0
683;D G  Sistemi verdi e paesaggio D d s   28 dicembre 2011 - n  12871 Reg   CE 1698/2005 - Programma di sviluppo rurale 2007 - 2013 - Misura 221 « Imboschimento dei terreni agricoli »   Riparto delle risorse finanziarie alle amministrazioni provinciali - Ottavo periodo , anno 2011 IL DIRIGENTE DELLA STRUTTURA FORESTE Richiamati : −− il Regolamento CE n  1698/2005 del Consiglio , del 20 settembre 2005 , relativo al sostegno allo sviluppo rurale da parte del fondo europeo per lo sviluppo rurale ( FEASR );0
684;−− il Regolamento CE n  1974/2006 della Commissione , del 15 dicembre 2006 , recante disposizioni di applicazione del regolamento CE n  1698/2005 del Consiglio sul sostegno allo sviluppo rurale da parte del fondo europeo per lo sviluppo rurale ( FEASR );0
685;−− la deliberazione della Giunta regionale n  VIII/3910 del 27 dicembre 2006 di approvazione del « Programma di Sviluppo Rurale 2007 - 2013 »;0
686;−− la Decisione della Commissione C(2007)4663 del 16 ottobre 2007 , che approva il Programma di Sviluppo Rurale della Regione Lombardia per il periodo di programmazione 2007 - 2013 , modificato ed integrato sulla base delle osservazioni della Commissione stessa;0
687;−− il decreto n  1472 del 19 febbraio 2008 della Direzione Generale Agricoltura « Reg   CE 1698/2005 Programma di Sviluppo Rurale 2007 - 2013 – Approvazione bandi relativi a procedure e modalità di presentazione delle domande per le Misure 111 < Formazione , informazione e diffusione della conoscenza > , 112 < Insediamento di giovani agricoltori > , 121 < Ammodernamento delle aziende agricole > , 221 < Imboschimento di terreni agricoli > e < Progetti concordati > » e sue successive modifiche e integrazioni;0
688;−− il decreto n  1503 del 20 febbraio 2008 dell’ Organismo Pagatore Regionale « Programma di Sviluppo Rurale 20072013 Approvazione del Manuale delle procedure , dei controlli e delle sanzioni » e sue successive modifiche e integrazioni;0
689;−− la legge regionale 5 dicembre 2008 , n  31 « Testo unico delle leggi regionali in materia di agricoltura , foreste , pesca e sviluppo rurale » e in particolare gli articoli : • art  34 , comma 1 , lettera q ) , che conferisce alle Province le funzioni amministrative inerenti « l’ istruttoria , l’ accertamento ed i controlli per l’ erogazione di premi , integrazioni di reddito previsti dalle normative comunitarie , nazionali e regionali , nonché gli interventi di mercato »;0
